Sample_ID	HH	Replicate	Colonization	"2,8-Dihydroxyquinoline"	Phenylalanine	Cysteine	Glycerol	Ornithine_1	Glutamic Acid	Taurine	Glycine	Succinic Acid	Norleucine	Proline	Lactic Acid	Alanine	Sarcosine	Valine	Urea	Pipecolic Acid	Threonine	B-Alanine	3-Amino-2-piperidone	Timonacic Acid	Malic Acid	Erythritol	Threitol	Aspartic Acid	5-Oxoproline	4-Aminobutanoic Acid	Unknown_11_73	"2,4-Di-tert-butylphenoxy"	Hydroxyproline	Ornithine_2	Citric Acid	Fructose	Glucose	Sorbitol	Glucitol	Asparagine	Unknown_16_62	Putrescine	Acetylglutamic Acid	Glycerol-3-phosphate_1	Glutamine	Phosphorylethanolamine	Glucose-6-phosphate	Inosine	Sucrose	Lactose	Isoleucine	Galactose	Tyrosine	Myo-Inositol_1	Gluconic Acid	Serine	Myo-Inositol_2	Glycerol-3-phosphate_2	Adenosine	Fumaric Acid	Unknown_6_94	Uracil	Phosphate	Methylmaleic Acid
38		2	MD	-0.298861597	0.568738116	-0.552204896	0.210063218	-1.377239909	-0.892037465	0.308448651	-1.016795649	-0.358127852	-0.126041978	-0.719219912	-0.142814829	-0.908538715	0.62546919	-1.04596304	0.04487544	-0.399960111	-0.730886033	-1.257714939	-0.386872691	-0.260416534	-1.761110185	-0.137631319	1.190050326	-0.515064663	0.632870926	-0.364573718	-1.34713535	0.568922331	2.872138262	-1.651767493	-1.151225664	-1.186314347	-0.753114609	-0.45621725	-0.165628448	-1.193900021	-0.186928091	-1.027570758	-0.30918363	-1.592692062	-0.432366809	-0.949972703	-1.077209444	0.408510054	-0.536542185	-0.734099391	-1.76008445	-0.483611258	0.169762888	-1.0159116	-0.747730342	-1.249269029	-0.900055814	-1.408909755	-1.037480084	-0.933593538	3.058219037	0.224592356	1.403394762	0.879632843
39	6847	2	MD	-0.777516765	-1.178594272	-1.507555594	-0.024104748	-2.123946196	-1.73700152	-0.658110681	-1.79059969	-2.058738322	-0.690866588	-1.494518161	1.058405092	-1.91395361	-1.15160779	-0.538232134	-0.712222534	-0.167679604	-2.035257347	-2.052183961	-0.702602144	-1.144031905	-1.738784859	-0.95929246	-0.75496947	-1.37410209	-1.218292622	-1.867773129	-0.861453485	0.713282688	3.522405423	-2.167060244	-1.459507211	-0.898942069	-0.795380778	-0.903296689	-0.749225213	-1.406493425	-1.459615091	-1.110177869	-2.022146069	-1.764998263	-1.528601357	-1.409856783	0.157463312	-0.639851718	-0.553970788	-1.118405283	-1.070609777	-0.661177085	-0.893319386	-0.935440939	-1.04593336	-1.411683103	-1.511957004	-0.704282057	-0.993547997	-0.118892199	1.07614476	-1.481991582	1.075426501	1.607946918
40	5690	2	MD	0.147852943	-1.33474667	-0.968654331	0.457940578	-1.540142958	-1.437206007	-0.429544802	-1.276973504	-1.148648802	0.525678725	-1.22565314	3.132797155	-1.258425391	-0.600538712	-1.107386681	-0.271814378	-0.575793606	-0.682192762	-1.290937423	-2.935227462	-1.341316489	-1.405630012	-0.752740348	-0.674318534	-1.238906953	-0.549342427	-1.661344492	-0.09699844	2.052603679	4.554547666	-1.574047632	-1.376691108	-0.354054595	-0.461147219	-0.601186653	-0.286962253	-1.398031856	-1.396587602	-0.992198581	-1.292966455	-1.311993975	-1.257894114	-1.135438085	1.064779333	-0.40446027	-0.365617577	-1.026573109	-0.338748284	0.169410508	-1.39764867	-0.750533238	-0.570165247	-1.089555906	-0.841304038	-0.795744218	1.267770025	-0.594467418	3.068092692	-0.243414313	0.302968833	0.423379718
41	6848	2	MD	0.069018952	-1.194750978	-1.191296208	-0.422536072	-1.462182619	-1.36282104	-0.427701449	-1.578034197	-1.447208669	0.525678725	-0.931319631	2.228557678	-1.641603811	-0.65376746	-0.951420428	-0.479706633	-0.488096332	-0.800082659	-1.039717586	-1.070242271	-1.41185837	-1.33163339	-0.198501757	-0.3286274	-0.872162625	-0.467958936	-1.44527426	-0.347953243	1.501663861	3.57058245	-1.922104222	-1.104306347	-0.625665372	-0.673534388	-0.793498102	0.152433784	-1.40209718	-0.848609306	-0.98976666	-1.481141155	-0.787381489	-1.057653407	-0.9884254	0.697708596	-0.577799387	-0.341248323	0.384568828	-0.323714021	-0.208869435	-0.924024222	-0.795453268	-0.103060298	-1.072127384	-0.877399495	-0.506176305	2.070225061	-0.582190804	1.595717816	-1.54457873	0.189216707	1.964256629
43	7392	3	MD	0.738356612	-1.403396911	-1.456989067	-1.241693	-2.045437356	-1.593459728	-0.697697996	-1.685828945	-1.61686112	0.525678725	-1.35800379	1.570463416	-1.244478093	-1.309270957	-0.849705942	-0.726816599	-0.636178999	-2.077784928	-1.820601533	-0.679641367	-1.319190033	-0.773503677	-1.054154679	-0.764028714	-1.493765493	-1.639323633	-1.959000162	-0.768511081	-0.514777499	-0.055873914	-2.867823546	-1.770643145	-0.917556078	-0.880390536	-1.002674919	-1.073724603	-1.275760823	-1.578324562	-0.432652228	-2.450772936	-1.367820491	-1.455682321	-1.330091881	-0.184161865	-0.651560563	-0.077398627	-1.239521909	-1.397639212	-1.047262629	-0.875828406	-0.724477963	0.117476602	-1.515592409	-1.264857943	-1.383830105	-1.125737738	-1.123716643	-0.534627814	-1.867884914	-0.80862124	-0.478338052
44	5931	3	MD	-0.202223656	-1.344058424	-1.604585116	-1.32072345	-1.848536556	-1.573256502	-0.688382469	-1.89136815	-1.719876891	0.525678725	-1.258196706	1.101272723	-1.771070109	-1.17647897	-0.840711443	-0.437777102	-0.584571985	-1.256729473	-1.658438753	-0.709980725	-1.479028922	-1.078255252	-0.880410174	-0.884789874	-1.409281961	-1.596296387	-1.838201091	-0.656381117	-0.473061366	-0.400501964	-2.125302081	-1.885737103	-0.654890171	-0.687872231	-1.031100492	-0.941232452	-1.405003512	-1.357839242	-0.017308276	-1.736425722	-1.319363219	-1.380300041	-1.112528856	-0.274311303	-0.816958075	0.395941244	-0.451284174	-1.474383325	-0.676561605	-0.793174607	-0.667555081	-0.806983331	-1.568761304	-1.664816375	-1.369690533	0.215373438	-1.545579881	-0.78075072	-2.270796274	-0.068268275	-0.477513968
46	2963	3	MD	-0.120485435	-0.250154916	0.396913097	-0.185860433	0.631134446	0.754454965	0.272934567	0.086934373	-0.260268732	0.525678725	1.477220889	0.419696058	0.694905797	1.560153571	-0.537550527	1.372152944	1.36377703	1.435848231	-0.041043599	0.030040568	0.607201095	0.536600312	2.925709023	2.742113819	1.148646556	1.731353367	0.98183672	-0.314388535	-0.406276522	-0.273316602	0.671773304	0.477440178	-0.390423454	0.49028881	-0.229258875	0.748105729	0.796944841	3.347458384	0.522538665	2.22919295	0.344184898	2.491538387	0.10417273	0.04581649	4.698313046	-0.041884783	0.84292137	-1.07302444	0.678444941	-0.242336331	-0.623822649	-0.260101446	-1.17334566	-0.131482688	-0.208282242	-1.077118289	-1.021993175	-0.261412206	-0.531021217	0.050512721	-0.478872134
47	5998	3	MD	-0.581301921	-0.584381681	-1.146539392	-1.292636741	-0.711427782	-0.878745106	-0.516357842	-0.870516649	-1.100563626	0.525678725	-0.710527275	0.343961895	-1.142284193	-1.089031797	-0.979195879	-0.674498072	-0.441807051	-1.424993608	-1.066065215	-1.421875087	-1.31408022	-0.667312667	-0.466972223	-0.497412023	-0.587310446	-1.060169628	-1.135804862	-0.952654606	-0.628511448	-0.43500056	-0.83688277	-1.154447697	-0.592112301	-0.715860516	-0.609572095	-0.849927095	-0.850347674	-0.612756577	-0.540204617	-1.041299049	0.01282673	-0.951162576	-1.231505331	1.002478104	-0.577076053	-0.086898716	-0.944977539	-0.112732653	-0.769477662	-0.60615526	-0.416995661	0.278442079	-0.867941781	-0.606527279	-0.13592901	-0.530751766	-1.100366196	-0.573573472	-1.085991432	-0.161885128	-0.478782857
48	6634	3	MD	0.789356948	-0.061479462	0.160763162	-0.185168192	0.320352182	0.037041525	-0.291656647	0.644602718	0.180254154	4.580829766	-0.102475095	2.96693378	0.500543952	-0.308542581	0.239707998	0.266856846	-0.303997011	-0.228556914	0.145454322	-0.580897538	-0.528401963	1.035970277	-0.613604155	-0.060981082	0.296029785	-0.035461104	0.425705814	0.635266821	1.088379407	0.171640241	0.21117159	0.100814259	-0.202781683	-0.054979396	0.141286103	-0.301270107	0.101884685	0.212826911	0.25104448	0.274844032	0.394198673	-0.404142115	-0.508577681	1.182891149	-0.414201575	-0.158283746	-0.671893039	0.0701816	0.238121819	0.851893888	-0.889238892	0.294850064	0.182634964	0.274502231	0.823828132	-0.922018331	1.28777163	-0.028566699	0.682125622	0.243770959	-0.475667009
49	5604	3	MD	-0.354571836	-1.251550036	-1.45473622	-1.329173486	-1.62031927	-1.319974178	-0.698803145	-1.798269227	-1.935821806	-0.126041978	-1.311904293	0.449186451	-1.816368349	-0.749623962	-0.813739201	-0.729056123	-0.543666935	-1.833944606	-1.727318099	-2.942555223	-1.536704498	-0.695011187	-0.426797577	-0.181098933	-1.180997467	-1.340787209	-1.824077354	-0.377007571	-0.477130917	-0.085382357	-2.219184322	-1.780296145	-0.571012333	-0.685279622	-0.706347648	-0.663640875	-1.407190948	-0.950560648	-0.779253628	-1.768440078	-1.406107904	-1.220351267	-1.360938203	1.239645597	-0.68247189	-0.069060076	-1.221452002	-1.551689202	-0.856408357	-0.934294185	-0.861176078	0.046152937	-1.487599438	-1.326375707	-1.538145051	-0.153578242	-1.226878832	-0.662246845	-1.928244283	-0.14389611	-0.478291147
50	6392	3	MD	-0.351683099	0.547395158	-0.443546096	-0.147998264	0.06295634	0.138688201	-0.460216051	-0.196381942	-0.358813854	-0.126041978	0.593369189	0.374522411	-0.351736997	-0.700590538	1.536763121	0.203057702	-0.157132207	0.021958152	0.523145243	-1.334328845	-0.902651346	-0.233129432	-0.364852664	-0.783823464	0.576403394	0.062592754	-0.01899817	-0.946683292	-0.849677225	-0.329905594	0.447399672	-0.869430907	0.591708142	0.523980469	-0.098183775	-0.230473982	-0.300245429	0.413549387	0.593327938	0.107815032	1.390850353	-0.125751732	-0.052690086	0.643520977	-0.471802372	0.116764402	0.482872197	0.225530361	0.360397136	1.303150359	1.070910819	0.611518922	0.27818542	-0.236938284	0.095984093	-0.667885434	-0.326511168	-0.364524287	-0.423716353	0.190032656	-0.479443111
51	6270	3	MD	0.1381533	-1.186492145	-1.335962848	-0.389757263	-0.792721063	-0.778795506	-0.526992128	-0.782771073	-0.873088958	0.525678725	-0.692622024	1.634407581	-0.870394016	-0.837157798	-0.948149525	-0.083035431	-0.44000657	-1.13070964	-0.288932532	-0.659381336	-1.175859514	-0.638230784	-0.353207011	-0.281502738	-0.65748147	-0.815562553	-1.139820252	-0.334731185	0.236316755	-0.00107503	-0.641889228	-0.933574043	0.117290866	-0.2311527	-0.011412297	-0.522052514	-1.401861071	-0.523552248	-0.823073401	-0.753852422	0.065187984	-0.814855997	-0.341760538	-0.445803377	-0.309957517	-0.471073793	-0.631894224	-0.219485895	-0.057799241	0.114376847	-0.669285835	1.224902162	-0.834749581	-0.553032282	-1.2138499	0.623945924	-0.717943152	-0.311778603	-1.784258462	0.435534305	-0.379086749
52		3	MD	-0.16857455	-0.742504747	-0.45657517	-0.523027367	-0.728652491	-0.613787794	-0.516232046	-0.798719035	-1.227852358	0.525678725	-0.847210383	0.806985575	-1.092636532	-0.496192972	-0.379868206	0.529615162	-0.422798466	-0.989500965	-0.647290932	-0.511268944	-0.848106394	-1.022013679	-0.521764467	-0.743482768	-0.04301537	-0.519450423	-0.60290417	-0.732744229	0.046706751	-0.052123628	-0.859874468	-0.03628514	1.411814628	0.590226328	-0.023770308	-0.157564445	-0.255496645	-0.200889559	-0.486017228	-0.491369204	-0.054326975	-0.594471681	-0.381407932	-0.809384833	0.013492827	-0.280186219	-0.24902016	-0.171565767	0.941824471	-0.795691406	-0.171841204	0.502799784	-0.668720514	-0.438347685	0.357991002	-0.971307182	-0.710078688	-0.391632575	-0.510894397	0.062913023	-0.338943053
53	5080	3	CL	-0.82249687	-0.661267164	-0.826398271	-1.277295516	-1.528739072	-0.681236467	-0.266220977	-0.791792741	-0.500983998	0.525678725	-1.041199958	0.502117372	-0.738191322	-0.212664746	-0.782615171	-0.706251365	-0.370552183	-0.837875009	-0.940715225	-1.00554426	-0.843770953	-0.912976965	1.274564373	1.599560372	-0.877328269	-0.842105268	-0.844024205	-0.884460678	0.22989841	-0.567264917	-1.529273016	-0.917557234	-1.135062181	-0.69925943	-0.93142343	-0.591210205	-0.753904511	0.118493534	-0.976148026	-0.009565243	-1.218125667	-0.450817884	-0.430055344	-1.248387138	0.35222996	-0.411008077	0.065344764	-1.517687402	-1.05038596	-1.087971681	-0.731769068	0.052854383	-1.592224982	-1.458560435	-1.638265228	-1.296018296	-0.521868833	-0.732835387	-1.302125742	0.048656446	-0.260297887
54	5508	3	CL	-0.355493349	-0.554555748	0.144966546	0.048741025	0.877481125	1.122171826	0.400397362	0.269360776	-0.325206551	1.286019545	2.213980654	1.323026199	-0.288390178	2.884785459	0.293550976	-0.18833307	1.550291441	0.804472184	0.036309248	0.712813559	0.263834712	-0.804380538	5.988176265	5.432668086	1.104748705	2.032985652	0.874846657	-0.144726451	-0.160921744	-0.495126889	0.527895323	-0.855915279	0.809039985	2.675674133	2.121037584	5.342102723	0.002585907	4.934673896	-0.748601908	0.9193068	0.241309101	3.514423377	0.419621329	-0.699931863	-0.572725209	0.694640597	1.503074345	-0.481189391	2.006925676	-1.17787486	-0.618460911	2.769113215	-0.991494869	0.727850921	-0.651610103	-0.948506983	-0.946569717	-0.590532938	-1.371855505	0.412655585	-0.47805363
55	10248	3	CL	-0.416431171	-1.627213207	-1.64705766	-1.535617163	-1.667426573	-1.328234375	-0.703805502	-1.826737312	-1.737032715	-0.126041978	-1.397641207	0.319503457	-1.682036012	-1.275725291	-0.930028109	-0.586040334	-0.510376265	-1.78186544	-1.528045688	-0.595114062	-1.636097755	-0.502269767	-0.977662101	-0.808470812	-1.216176917	-1.554900199	-1.685418091	-1.314867717	-0.724184148	-0.337044094	-1.780526858	-1.831223453	-0.674909927	-0.581088708	-1.109832288	-1.11374063	-1.407672142	-1.349885497	-0.752652401	-1.712709438	-1.562180352	-1.436823455	-1.436420707	0.496359182	-0.816788095	-0.04982633	-1.079159097	-1.421771259	-0.765924704	-1.499955131	-0.533544787	-0.845521591	-1.248906939	-1.649210045	-1.549664493	-0.9822187	-1.665162898	-0.746258112	-2.221456391	-0.26694423	-0.478462111
56	6501	3	CL	-0.307165243	-0.825737196	-1.584009704	-0.744406304	-1.723889687	-1.369690193	-0.635466972	-1.716975501	-1.50442385	-0.690866588	-1.319372762	0.88774252	-1.488491044	-1.085187627	-0.740503673	-0.353106991	-0.3197554	-1.114283863	-1.841539372	-1.12337897	-1.579466146	-1.102202036	-0.753267769	-0.589673352	-1.281324301	-1.352521485	-1.821060038	-1.332493375	-0.714448891	-0.425755426	-0.832869497	-1.345202051	-0.877173357	-1.004153126	-0.703584197	-0.996947173	-1.272266878	-0.684579077	-0.636218735	-1.035140581	-1.407414881	-1.07173291	-1.267534755	0.030746192	-0.377953816	-0.439697872	-1.469621955	-1.41803629	-1.444471151	-0.643613744	-0.242492112	-0.515933728	-1.407438014	-1.757329707	-1.45553733	-0.199797723	-2.164733796	-0.706045271	-1.76071463	-0.198749026	-0.479156693
57	10608	3	CL	-0.619041549	-0.158146307	-0.456774339	-0.411731025	-0.176514916	-0.574753247	-0.243202421	0.251299842	-0.590917106	-0.690866588	-0.847074876	-0.076653643	-0.261616774	-0.163090516	0.248704482	-0.76002526	-0.26505611	-0.997310863	0.268841749	0.096351778	-0.466291755	-0.040285414	-0.300916276	-0.081823581	0.324201236	-0.585244907	-0.36848267	-0.825276812	-0.26509995	-0.384947021	0.763654621	-0.56642384	-0.272891446	-0.319603957	-0.258477881	-0.26825087	0.003414993	-0.107341995	-0.672011374	-0.712829609	-0.272140543	-0.434547334	-0.459292479	0.146906783	-0.621069952	-0.343235286	-0.925562634	-0.442776527	-0.176312884	0.168530374	-0.682673284	-0.450275787	0.640678028	0.12633066	-0.256103123	-0.037969707	-0.994850263	-0.35609761	0.028070268	-0.090215066	-0.274039007
58	8709	3	CL	0.066559165	-0.320667157	-0.963465861	-0.706930423	-0.413396494	-0.699287815	-0.492886003	-0.439592043	0.044463862	-0.126041978	-0.53280656	0.657305514	-0.591214985	-0.827288629	-0.642359266	-1.063577101	-0.47708319	-0.919400717	-0.793640898	-0.577404648	-1.553891108	0.254228089	-0.287518528	-0.360110536	-0.623198041	-0.817027802	-0.939688445	-0.769157349	-0.26061864	-0.287476993	-0.08021407	-1.080638595	-0.065771261	-0.127910852	-0.064260797	-0.080472081	-0.782797172	-0.431886375	-0.080599159	-1.283132179	0.64051624	-0.785054483	-0.126231951	1.458588145	-0.343604171	1.315817591	-0.541120289	-0.201422443	-0.225640515	-0.017398764	-0.732849177	0.278159082	-0.228260966	-0.667539002	0.034041541	0.797399466	-0.759454568	-0.384380301	-0.01783342	0.222657859	-0.42870862
59	11751	3	CL	-0.313137711	-0.577581454	-0.874884152	-1.089709792	-0.570628736	-1.020367478	-0.626633044	-1.092526068	-0.980391269	-1.185088121	-0.876068652	-1.22027633	-1.265883642	-0.877165251	-0.13712354	-1.477859358	-0.527377336	-1.663792389	-0.411955329	-0.74882445	-1.031241177	-0.755226864	-0.521316711	-0.240177573	-0.409783184	-0.950450484	-1.184228351	-1.360184195	-0.948746149	-0.507811247	0.273210419	-1.019312324	0.078737938	-0.265488716	-0.562173965	-0.713779665	-0.223123449	-0.343580194	0.222853985	-0.905021454	-0.547287537	-0.730411826	0.079566093	-0.018479364	-0.625051392	1.650795834	-0.389472099	-1.011841904	-0.570303398	-0.747720381	-0.864992752	-0.118940379	-0.525592891	-0.5019212	-0.542326224	-1.019888177	-1.524669958	-0.601811505	-1.28191015	-0.041758143	-0.480176784
60	10042	3	CL	-0.124416769	0.049954071	0.185399292	0.46851915	0.244056452	-0.021700156	-0.401814676	0.05614152	-0.053466815	-0.126041978	-0.786097056	0.149672347	-0.135242083	-0.6626561	0.780072543	-0.718878852	-0.324461818	-0.583111566	-0.241594403	0.381913776	-0.32649813	-0.624870416	-0.650598602	-0.255872832	0.254702079	0.047446573	0.054565167	-0.54728808	-0.430155264	-0.24192124	0.426655069	-0.333596072	-0.287171585	-0.561807445	-1.055353552	-0.496586641	-0.06436715	0.536814964	-0.783771949	-0.45847893	-0.337939071	-0.095986433	0.110071051	-0.660344258	-0.19291069	-0.451539065	-0.713264026	-0.866543301	-0.463585415	0.168020642	-1.015539244	0.260063309	0.806185721	-0.170538308	0.260586913	-1.129105348	0.19925721	-0.133621381	0.574500971	0.878987013	-0.162840263
61	6826	3	CL	-0.40107278	-1.34636178	-0.125883113	0.391444488	-0.041120182	0.168521946	-0.438591389	-0.446414182	1.010876008	0.525678725	0.269589099	1.709597129	-0.113642627	-0.115878197	0.319903327	-0.432446927	0.219924972	-0.440766847	-0.088530288	-0.100585652	-0.361665433	0.281616445	-0.553813216	-0.422261659	-0.161378921	0.122337364	-0.253018487	-0.102233661	0.070543676	-0.116033069	-0.048760683	0.342500288	2.370120916	1.89316598	0.354735414	0.875499821	0.276658546	0.316068376	1.980479993	-0.186516612	-0.723518193	-0.096268999	1.628246586	0.032392474	-0.578856541	8.848375773	0.392058963	-0.791705505	1.866624214	-1.296456511	0.214499668	1.687264701	-0.854757423	-0.376399866	0.072924525	0.070846321	0.581476501	-0.183443531	0.022629914	0.148704206	-0.47650798
62	9193	3	CL	-0.341454007	1.70579145	0.635577218	0.454399196	1.718267132	2.045641728	0.233116757	1.453576946	1.162210578	-0.126041978	1.78183839	-0.806997793	0.635065689	0.187193347	0.531444666	-0.686377061	-0.100373799	0.251569357	1.661692828	0.6413593	0.280930245	0.495192884	0.036395421	0.172129006	3.628172849	1.87292867	1.843917527	-1.026198026	-0.415857019	-0.316522359	2.406653785	0.917216068	2.039702611	1.046930852	0.413420047	0.576740303	2.296256778	2.091436693	0.990721701	1.340677951	1.715584399	1.285849215	3.3152412	-0.192580123	-0.461346278	-0.13163896	2.286755705	0.517722899	0.467998765	0.551070786	-0.547493326	1.106558682	2.194938294	1.036762847	1.278254303	-0.868063821	0.369394593	-0.061076825	0.839591721	0.604142921	-0.443232683
64		4	CL	0.869723182	0.230124293	-1.101235464	-0.341914823	-0.33250075	-0.055709549	-0.658983448	-0.193505156	-0.205766522	-0.690866588	0.386376525	-0.914079282	-0.386360963	-0.643429164	0.080763792	-0.982121752	-0.242508155	0.327871504	0.500440087	0.572297769	-1.242561702	0.061062583	0.616678138	0.665964173	1.006252086	0.08102946	0.415659193	-0.13416508	0.843838281	-0.168400585	-0.020031883	-0.536228633	0.936154391	1.157676752	0.242860524	-0.163780665	0.000817328	-0.6693956	0.738920704	-0.713861245	1.089823755	-0.162411531	0.306331081	0.13009393	-0.947777442	-0.15544238	1.171034493	1.059301643	0.938956844	-0.528625035	2.063584888	0.043768785	0.329809828	0.223681829	0.073453431	-1.094418236	-1.273419722	-0.287623312	0.355884433	0.430983294	-0.479777406
65	8905	4	CL	0.155585121	0.799019219	-0.707466571	1.165237238	0.508940415	0.540059594	-0.480817411	0.28211502	0.453655354	-0.126041978	1.068903294	-0.249480628	0.190315113	-0.284507931	1.122653205	0.238849274	-0.305066299	0.291463028	1.491638315	1.061393034	-0.768732352	1.281594263	0.535428384	0.45612345	1.114337554	0.49710098	1.389504314	-0.20715071	1.289354523	-0.032775733	0.913534132	-0.011876384	1.963369845	2.045072907	0.903466226	0.729327199	0.306865938	-0.475004823	0.787991346	-0.106349129	1.731815196	0.186228141	0.656423894	1.212864306	-0.421167058	0.094595383	1.87605881	0.755411316	1.964151775	0.496123884	-0.593233945	1.009773721	1.017301152	-0.028088316	-0.374770135	0.915140039	0.455130095	0.086590717	0.847161804	0.135726318	-0.478956129
66	9604	4	CL	-0.597471845	-0.526810097	-1.502663735	-0.503808201	-0.188460656	-0.38461884	-0.38948914	-0.474979931	-0.723700686	-0.690866588	0.363873118	-0.994082924	-0.788141368	-0.782179423	-0.789343886	-1.058653399	-0.209869478	-0.201713165	0.110617185	0.347597115	-1.533022513	0.010682171	0.075891525	-0.000117021	0.338233837	0.054272673	0.017512337	-0.832171178	0.743788599	0.018634644	0.376817365	-0.739935162	-0.375168076	-0.11234362	0.060314614	-0.551647661	-0.032715968	-0.446590992	-0.02856762	0.211461302	0.263268417	-0.094009713	0.50404281	0.024991292	-0.251211604	-0.586572483	0.083640046	0.605378102	0.244617691	-0.861419419	-0.689469519	-0.101115988	-0.065869945	-0.340209615	0.265223247	-0.092759703	-0.920029195	-0.18761616	-0.056594737	-0.246501189	-0.4795999
67	6220	4	CL	0.260863996	0.476381135	-0.595093437	-0.018337608	0.526399556	0.822535572	-0.2653049	1.370475775	1.875344123	0.525678725	1.744780499	0.4075011	1.43605458	0.246406148	-0.919925623	-0.561233485	-0.54300416	2.687922694	1.229185726	0.525227433	-0.810675739	1.703549807	-0.605755661	-0.086971835	0.272610053	0.886929765	1.400608653	-0.167576222	2.091882547	0.296741389	0.893797935	0.860176285	0.604222399	1.175977481	0.630303856	0.663179806	0.469112633	-0.434746869	0.668600196	0.293283796	3.204492321	0.305017484	1.877599669	2.361249012	-0.002797869	0.152369317	1.306275761	4.097043267	1.756209492	0.272895821	0.607134606	0.674719978	1.349053992	2.100481496	0.905212933	0.721116654	0.493977156	0.822408838	0.813246741	0.007030446	-0.477481457
68	7136	4	CL	0.497076308	-1.778948136	-1.825768618	0.609312655	-0.746978455	-0.335009229	-0.541745836	-0.100149838	0.027895168	2.184604151	-0.292570164	0.951029108	-0.303079181	-0.764387027	1.269652331	-1.06566131	-0.077237754	0.203486716	0.206660556	0.271709815	-1.465964789	1.178881641	-0.626297598	-0.282903124	-0.651620068	-0.455037068	-0.023573997	-0.156366653	1.970640701	0.164821763	-0.337933012	-0.390509275	-0.409667817	-0.233897657	-0.334445431	-0.196980814	-0.525650128	-0.352066095	0.557763677	-0.369741151	0.215461703	-0.522828763	-0.237320241	1.828911772	0.006364744	-0.076134496	0.151882466	1.30540798	0.026568149	-0.20119955	3.732639288	0.811334105	-0.204267193	-0.64826648	0.160554834	0.537613526	0.863395293	-0.129320312	0.800712877	-0.142099468	-0.401146817
69	8522	4	CL	0.385047211	-0.071787598	-1.079465823	0.100886331	0.28022084	0.405463773	-0.378457675	0.196192255	1.016035506	-0.126041978	0.986349431	-0.535274146	0.585085091	-0.555978029	0.308629185	0.245683285	-0.63994032	1.415706504	0.495631195	0.646671864	-0.819920721	0.529023628	-0.26085869	-0.298771468	0.188747427	0.359104399	0.862897241	-0.550149694	1.631183592	-0.034445462	0.948902122	1.41166654	1.922833454	1.676346942	0.315526879	0.702033568	0.484648523	0.012338369	-0.452962069	0.811504941	1.448330901	0.113301453	-0.090373772	-0.449780681	0.381763207	1.109514176	0.656061632	2.228017956	1.807648352	0.078413491	-0.325522571	0.864842081	0.49390209	0.862376065	-0.946242097	-1.123404588	0.188917904	0.297468504	0.194228938	0.013455087	-0.478573072
70	7496	4	CL	0.290925806	-0.899315981	-1.042935714	-0.45264072	-0.901399593	-0.855928009	-0.595115288	-1.288282763	-1.231601804	-0.126041978	-0.77481052	-0.154856612	-1.200198888	-0.913820196	-0.170511895	-0.670028472	-0.498835208	-0.391575026	-1.172785998	-1.013175977	-1.61985769	-0.508493013	-0.550295691	-0.873802676	-1.01785664	-0.909925882	-1.092928038	-0.926573571	1.204176461	0.088753715	-0.406737458	-1.212212938	-0.433751522	-0.324081827	-0.642628757	-0.573990229	-1.153745547	-0.87728459	-0.48776262	-1.477857246	-0.527350538	-0.930540601	-1.093060383	1.45084154	-0.568775695	0.021471949	-0.351420903	-0.390006433	0.148559452	-0.406884817	-0.598333267	0.206651823	-0.890123776	-0.773576399	-1.406684647	1.061117574	-1.230521057	-0.316414117	-1.155262477	0.141049258	-0.477971504
71	7428	4	CL	0.214110499	-0.543827613	-1.223365256	-0.154660866	-0.866832538	-0.874112981	-0.670325745	-0.960046904	-1.246634589	-1.185088121	-0.547318526	-0.748323087	-1.216109614	-0.897069776	-0.485189154	-0.448829509	-0.587011376	-0.300933251	-0.878553477	0.46812636	-1.510364922	-0.968966973	-0.678348175	-0.821767432	-0.81727613	-0.847942997	-0.974392803	-0.907115268	0.697764975	-0.07248804	-0.415218664	-1.151530803	-0.052683732	-0.113823906	-0.49847192	-0.632498829	-0.54134074	-0.731733078	0.38653102	-1.170952569	-0.26779099	-0.764808775	-0.81241487	0.768675344	-0.387478037	0.307952731	0.051021231	0.677531083	0.066538136	-0.2906295	-0.975624204	-0.827080007	-0.640788629	-0.794785429	-0.864800816	0.312086072	-1.102732534	-0.330612924	-1.366324931	-0.128704198	-0.47927057
72	7356	4	CL	0.055615432	-1.550900873	-1.466791122	0.587999598	-0.772374704	-1.068446193	-0.666040163	-1.063508422	-0.811162133	0.525678725	-0.944154331	0.191346277	-0.956353845	-1.015203644	-0.652423552	-1.054263379	-0.587401079	-0.614107757	-1.164215692	-0.354561126	-1.532104863	0.002737975	-0.577796922	-0.425810517	-0.903034161	-0.966481512	-1.107606614	-0.315397435	1.605112751	0.468355606	-0.763283846	-1.491589212	-1.040297025	-0.908083228	-0.689728545	-1.12528729	-0.697641826	-1.111941414	-0.591616528	-1.124842495	-0.617817885	-1.11671688	-0.782943477	1.000623089	-0.733136975	-0.55254836	-0.926438568	-0.394976012	-1.027501475	-0.404378409	-0.355986196	-1.078046484	-0.74205881	-1.158075755	-0.879777776	0.854092112	-0.28713354	0.065793424	-0.603947236	-0.02506662	-0.477743563
