Sample_ID	Replicate	Injection	Colonization	HH	Propylene glycol	"2,3-Butanediol"	Lactic Acid	"2-Pyrrolidinone, 1-methy"	Alanine	Methylsuccinimide	Sarcosine	3-Pyridinol	Valine	Unknown 4.5703	Urea	Glycerol	Phosphate	Leucine	Isoleucine	Proline	Glycine	Succinic Acid	"Diethylene glycol, n-butyl ether"	Fumaric Acid	Serine	Unknown 6.94	Pipecolic Acid	para-Isopropylbenzoic Acid	Threonine	B-Alanine	3-Aminoisobutyric Acid	Timonacic Acid	Malic Acid	Threitol	Arabinofuranose	Erythritol	Tromethamine	Aspartic Acid	5-Oxoproline	3-Hydroxyproline	4-Aminobutanoic Acid	2-Oxoglutaric Acid	Ornithine	Glutamic Acid	Phenylalanine	Homocysteine	Taurine	"2,8-Dihydroxyquinoline"	Asparagine	Ribitol	Unknown 16.6246	Putrescine	Unknown 17.1507	Glycerol-3-phosphate	Glutamine	Phosphorylethanolamine	Methionine	Citric Acid	Galacto-Hexodialdose	Cadaverine	Unknown 19.5708	Adenine	Fructose	Gluconolactone	Glucose	Unknown 20.7569	Sorbitol	Glucitol	Tyrosine	Myo-inositol_1	Maltose	Altrose	Gluconic Acid	Galactose oxime	Myo-inositol_2	Uric Acid	Adenosine	Inosine	Sucrose	Lactose
28	2	13	CL	6716	-1.074915709	0.881137486	0.008677945	-1.049904511	-0.109587312	-1.090078312	0.850172526	-0.643477226	0.674846802	-0.826691066	-0.144659637	0.075110116	-0.374218952	0.917775814	-0.662509803	-0.120857247	0.288805129	2.501673509	-1.082668387	2.20253038	-1.218063553	0.137950452	0.089011455	-0.912210851	0.060551975	0.751709436	-1.439691269	-0.365679008	2.681577497	-0.015320085	0.89934586	0.385729328	-0.420645901	-0.662375799	-0.3579358	-1.505593729	2.227453645	0.757997265	-1.03197559	0.180765198	0.428992045	1.234372495	1.607889581	0.490721283	-1.269313962	-0.924770013	-0.528884071	-0.88668401	2.849773313	-0.518396145	-0.376955255	-1.079127368	1.997731851	-0.786407195	-0.748652597	-1.183919176	2.261358108	-0.588255782	-0.830003695	-0.554212319	-0.613522101	0.154248482	-0.184846503	-0.014880907	0.57078307	-1.035460207	-0.557209707	-0.601842496	-0.589619302	-0.41258535	-1.439798378	2.814784697	1.081582183	-0.686628675	-0.934596073	-1.512009721
29	2	15	CL	13586	0.204902603	0.780939781	-0.140585998	0.369217422	-0.562211179	0.530229181	-0.826355259	-0.272794378	-0.968049411	-0.821887818	-1.09524207	-0.471773142	-0.58557101	-0.384030727	-0.925953376	-0.756033523	-1.589804183	0.66740551	0.450967199	-0.431574359	-1.270850961	0.111311652	-0.574264792	-0.315633599	-1.393400624	-0.787270047	-1.343715074	-0.84161836	-0.90397515	-1.298459201	-0.649355051	-0.933267758	-0.43447978	-1.944662108	-1.00142747	-1.315001287	-1.453252462	0.483317783	-1.175643555	-0.867424753	-1.018081217	-0.359543599	1.03426295	1.129210327	-1.104976637	-0.772869299	-1.049854217	-1.0804206	0.581340167	-0.358801947	-0.935683761	-1.072355014	-0.113164289	-1.614316778	-0.221726722	-0.980614116	0.093052943	-0.586250584	-0.936331738	-0.566111622	-0.829316428	-0.755898418	-0.207183689	0.810497255	-0.260287295	-1.109065759	-0.674022446	-0.748289192	-0.499730414	-0.511595202	-1.653191154	-0.104659709	0.888890985	0.341591346	-0.890917733	-1.094611527
30	2	17	CL	8047	0.593671669	0.766651988	-0.276362846	0.149437375	1.87905584	0.189853568	1.218666937	-0.30900888	-0.184209163	-0.539142157	-0.585589232	-0.195785522	1.496573927	-0.631140958	-0.317976114	0.475591137	0.598245411	0.270064657	0.393468111	0.04785658	-0.728372827	0.975167601	2.339275498	-0.476506829	0.60073206	1.439452095	-0.616125812	0.160038186	1.689286009	0.720151623	-0.636222283	0.359921702	-0.42279613	-0.900394534	-0.709889608	-0.969836084	0.338276774	-0.182148178	0.242951351	0.997182025	0.291456573	1.283524165	1.13502742	-0.325345014	-1.346255785	-0.754753625	-0.834093166	0.342765646	1.483277797	-0.366209832	-0.892800181	0.437411232	1.615678509	0.857082897	-0.446856316	-0.747232012	2.001018955	2.765526562	-0.222260553	-0.528610056	-0.333066756	-0.298680401	0.035399247	0.974488768	0.215930447	-0.838219983	-0.309946918	-0.198125575	-0.475456627	-0.314829575	-0.82531162	0.711817141	-0.941085178	1.102356152	-0.481978861	0.336872114
31	2	19	CL		2.511975227	1.287503554	0.084428465	2.637132123	2.62702651	2.372288216	0.192255002	-0.131262452	-0.208064794	-0.827466544	-0.936203626	-0.230132336	0.624774464	1.680325795	2.50963018	1.583814534	0.259657219	1.565716991	2.105505995	0.461637944	1.04127192	4.64037072	0.29564852	-1.810307694	1.248272258	1.454609775	1.921436996	0.301665686	0.223675268	-0.240209437	0.297701345	-0.305923439	-0.43847672	-0.232140133	-0.359422381	-0.728774711	0.782664994	0.489157341	-1.115273103	1.139953856	1.042649156	-0.563623229	2.053562474	-0.073321771	0.199023273	-0.40071835	-0.640403825	-0.944517324	0.089839162	-0.379419425	-0.679307804	-1.035563297	0.129740324	-0.790307463	-0.239473827	-0.851799387	-0.002539916	1.036988254	-0.330829188	-0.472941047	-0.418992367	-0.212227803	-0.098387508	0.583271915	0.26875257	-0.093409551	-0.404708944	-0.578406289	-0.437719461	-0.279240705	0.903189244	-0.505900013	0.122303012	1.095972387	1.875665102	-0.900882266
33	2	4	MD	5494	0.648091124	0.462400353	-0.41049877	0.54524454	1.599463999	0.624259144	-0.013664859	-0.745486705	-0.267951389	-0.608894983	1.69993255	-0.309790895	0.172033184	1.117987705	0.198340624	-0.281630583	-0.444157799	-0.313167573	0.4080713	0.249852126	0.074681696	-0.3932019	-0.432681758	-0.322956867	0.271881272	0.145263443	0.087410551	-0.30518754	0.443070285	0.265676984	2.752395217	0.192636003	-0.450719245	1.132139443	0.170993153	1.060477284	0.01087307	-0.369046368	-0.581678848	0.328540702	0.114388178	0.518465933	0.44505703	1.079101905	0.118720497	2.858308937	0.568163905	-0.654347694	1.055991354	-0.66054653	0.535933221	-0.412332886	0.965394122	-0.364812928	-0.253019327	-0.594935358	0.878606801	0.683339804	-0.384037902	-0.180031221	-0.486275812	-0.779818624	0.259639676	0.706020233	-0.363469784	-0.180645551	-0.392721992	-0.093813782	-0.106645623	-0.443022948	-0.523050334	0.235450613	1.186896917	0.258539499	-0.878980971	-0.065562753
34	2	6	MD	9607	1.511247985	0.417086611	-0.367215053	1.317040951	-0.441876583	1.163917584	-0.389420475	-0.68457506	-0.974125733	-0.791033619	-0.433946157	-0.506702239	-0.267322924	-0.748029282	-1.058683743	-0.955727814	-1.376697885	-0.879416581	1.475306134	0.513954119	-0.947230576	-0.716191398	-0.334642334	0.174794065	-0.819000007	-0.704233665	-0.230024792	-0.712432182	-0.343779197	-0.766757198	3.098537235	-0.522445048	-0.427105218	-0.646238296	-0.784449038	-0.553639648	-0.517878658	0.021283112	-0.688853175	-0.469827908	-1.101219309	-0.347891381	-0.023703675	-0.305224988	-0.715781669	-0.229712399	-0.70411726	-0.842582655	-0.20602555	-0.954318129	-0.739575138	-0.811512389	-0.308211086	-0.778995774	-0.193741309	-0.910887851	-0.234775091	-0.593515338	-0.528198813	-0.451146057	-0.426386505	-0.01333047	-0.177821433	-0.140356777	-0.954058679	-1.087292316	-0.378205134	-0.285205918	-0.408203459	-0.373489984	-1.239658695	-0.022063855	-0.794470149	-0.661677147	-0.719710139	-0.381306184
35	2	8	MD	9158	0.733418686	-0.074591294	-0.183814093	0.641238064	0.960730857	0.558198026	0.475036251	-0.789672672	-0.916261323	-0.606798166	-0.493808419	-0.394467576	0.580505117	2.197965281	0.653391509	-0.312868751	-0.453635693	0.163280735	0.625399926	-0.434019735	-0.600051623	-0.016231078	-0.647567564	-0.128785232	-0.988774378	1.032200109	-0.369283537	-0.141544677	-0.278972469	-0.362059532	-0.701285393	-0.370929189	-0.435709339	-0.266687759	-0.577413451	-0.205636027	0.47646165	-0.768411184	-0.496852701	-0.482749611	0.457198664	1.408294567	1.29653186	0.548906258	-0.135667797	0.58637837	-0.359484146	-0.366127074	1.558255567	-0.339215589	-0.36113124	0.019285685	2.360406201	-0.71770518	-0.324358738	-0.635393779	2.43125516	-0.008257126	-0.735512815	-0.406845245	-0.623203339	-0.02331465	-0.101091599	0.17532311	0.585614706	-0.853868614	-0.544322177	-0.374239971	-0.375798757	-0.458349678	-0.51859355	0.254815857	0.358415201	0.1652222	-0.889307422	0.167524449
36	2	10	MD	8995	-0.31835503	-1.527734909	-0.157102827	0.035915378	0.87325141	0.08538257	-0.071859967	-0.736238822	4.340483782	-0.822506131	0.253778492	-0.437370044	0.091531762	2.312263882	2.401720284	0.640997779	2.025834651	0.587857906	0.468574191	1.130925203	1.734487166	1.200631174	-0.059728589	0.408870731	1.8237517	1.385534214	1.113152384	0.23987862	0.945055794	0.181454076	-0.536237218	0.202022499	-0.42607968	0.788227679	-0.342372221	0.131376126	1.717609584	-0.97082307	-0.395440776	1.267037311	2.994597579	0.735053931	1.723973921	0.771451015	-0.742240888	0.467037106	-0.820776114	-0.777047815	1.186853216	-1.026332287	-0.566786215	-0.498476345	0.831532825	0.66869337	0.339783319	-0.701510773	1.091685949	-0.589733769	0.180208351	-0.163548252	0.382025363	0.131634385	0.142744927	0.151484253	1.69284406	-0.875938904	0.218522603	-0.004920237	-0.12240967	0.156703333	0.737113851	-0.661951208	0.997966	-0.457124781	-0.832547762	0.165211557
37	2	12	MD	6591	1.071701665	-0.570965048	-0.010286893	1.097759529	0.484335097	0.862808666	0.421471841	-1.190396098	-0.983922707	-0.457194902	2.26341559	-0.192803836	0.466529029	-0.203211287	-0.789663506	-1.381960268	-1.321117039	-0.545156153	0.915782951	0.594108142	-1.150529726	0.204184852	-0.563915271	-0.723308571	-1.806684466	0.154707203	0.053708513	-0.541628003	-0.355382966	0.336861196	-0.397801854	0.130186741	-0.436366328	-0.097458317	-0.56495172	-0.269456512	0.447667615	-0.949388009	-0.864140561	-1.092786081	-0.615907092	0.365817157	2.118183334	0.545283591	-0.61006189	0.727900602	-0.355795834	-0.554422677	0.941625732	-0.804888489	-0.30829097	-0.686742064	0.973799957	-0.695331535	-0.613675491	-0.91959264	1.215345395	-0.596318186	-0.405414278	-0.310619837	-0.375359708	0.276589073	-0.046785673	0.725602647	-0.52053752	-1.027790454	-0.368211341	-0.344514536	-0.257492641	-0.320011338	-1.144525048	-0.095519423	-0.362400614	-0.008853542	-0.361675263	-0.267336643
38	2	14	MD		-0.816031167	-0.919942869	-0.34454582	-0.964914544	-0.349735383	-1.002823879	3.626519866	-0.99542241	-0.869523654	-0.797982016	0.830969424	-0.117283625	1.260040655	-0.781415316	-1.623302406	-0.648723272	-1.564346215	-0.278512702	-1.076379659	0.168947849	-1.482993995	-0.175994368	-0.41249933	-0.726190556	-0.888482198	0.102886479	-0.662782533	-0.230640063	0.662234823	2.452356411	-0.711490047	3.819315782	-0.428037017	0.067435185	0.10671617	-0.047618773	2.539855804	0.132457871	-0.796942412	1.073178771	0.355301747	1.82973921	3.543765981	0.484228093	-0.880543081	-0.449436278	0.094664397	-0.416411451	2.534499361	-0.914068376	0.117764267	-0.498487046	2.665981178	-0.715784669	-0.704084031	-1.22703848	3.211776565	-0.583428875	-1.096588662	-0.585694723	-0.949353731	-0.989358687	-0.17047233	-0.630656731	-0.644402895	-1.029189899	-0.805804003	-0.760995236	-0.575948471	-0.592600061	-1.462554921	1.083152035	-0.240832283	0.889708635	-0.947310162	-0.239479734
40	2	18	MD	5690	0.989056662	0.230502066	-0.446250044	1.435129268	0.607222083	1.166258208	0.142706415	-0.849571668	-1.051774396	-0.809347614	0.613611533	1.085807201	0.285869348	-0.600316111	0.368613602	-0.087169668	-0.137892091	-0.124743437	1.713008966	0.311223324	-0.297306018	1.403949375	-0.146465775	-0.394497696	0.390970743	0.178095208	0.61311082	-0.366859586	0.267964773	-0.146485392	-0.609628763	-0.509815744	-0.424261335	-0.489761773	-0.2836842	1.020471849	-0.161161641	0.674200655	-0.554829649	0.438716562	-0.845238582	0.112399021	1.135978449	-0.031619539	-0.022278091	-0.839943359	-0.362633593	-0.644533271	1.075851096	-0.772991465	-0.115501508	-0.380251946	1.147403216	-0.712860341	-0.381831642	-0.825535626	1.294731169	-0.589636844	0.294522593	-0.535156244	0.151329524	0.569460866	-0.002704584	1.225961741	-0.765057334	-0.636646487	-0.044174763	-0.241441304	-0.501759214	0.079462374	0.160279113	0.797174896	1.420712308	0.642748269	1.896030898	-0.487876259
43	3	1	MD	7392	-0.367605185	-0.495734529	1.015458627	0.072998222	-0.920359234	0.168737869	-1.671982681	-1.170514202	-0.649324529	-0.670247617	-0.986081544	-0.004175305	-0.858267269	-0.87523504	-1.340641415	-0.929384842	-0.920026316	-0.431793856	1.807945629	-0.700390264	-1.413770069	-1.303958228	-0.84654416	1.557989378	-2.168592048	-1.667211902	-2.221864244	-1.116993896	-0.976782961	-1.234189844	-0.290120216	-0.895370386	-0.312665075	-1.466989789	-1.260880585	-1.420022874	-1.176799234	-0.987625758	-1.062151821	-0.870505077	-1.050674756	-0.811508458	-0.768569819	2.585328296	-1.23568446	-0.982158776	-1.341833388	-1.124377774	-1.093997159	-0.540745749	-1.321224844	-0.88134847	-1.44135817	-1.465313386	-0.718394312	-1.158896374	-1.477937722	0.143243533	-1.062649481	-0.592478191	-0.882290618	-0.091024898	-0.312191755	-0.472906467	-0.713971101	-0.773509047	-0.724275517	-0.57176777	-0.580667023	-0.590140665	-1.133190658	-1.078010558	-0.874143553	0.452441116	-0.421195476	-1.407756596
44	3	3	MD	5931	-0.30211819	-0.307872672	0.079924616	-0.280677825	0.120193651	-0.15622775	-0.321246975	-1.098596371	0.018590417	0.554914198	0.788215127	-0.474478916	0.575729243	-0.812384002	-0.725483582	0.299331444	0.401368233	0.364028953	0.545755449	0.275796495	-0.367658658	-1.158249365	-0.273130801	1.079620362	0.640763345	0.912187246	-0.726153777	-0.292792011	0.157908623	-0.277870184	-0.518396402	-0.598019037	-0.302233657	0.84582813	0.384462337	0.770072813	1.268781749	-0.375774258	0.494046828	1.364435008	-0.22777907	1.271807928	-0.388864913	-0.228897576	0.159823679	-0.406704575	0.269743757	0.687033416	0.467840497	0.13492861	0.55406904	0.857666616	0.391280897	0.740591534	-0.788409665	0.176854784	0.239932676	3.982726775	-0.704807602	-0.530064	-0.75482524	0.271604801	-0.190070535	-0.538305272	-0.257975445	-0.327537536	-0.663095188	-0.309166817	-0.483349988	-0.573741621	-0.994623131	0.153760252	1.814537793	0.160452504	-0.805607713	0.990525059
45	3	5	MD	5398	-0.749735044	0.702811743	0.400949644	-0.659725927	0.211853671	-0.597069864	-0.505008231	-1.103460366	-0.409579962	-0.142854261	-0.263864292	-0.440733759	0.152417119	-0.575425417	-0.639903247	-0.526357392	-0.197911531	-0.246288533	-0.131672005	0.326466952	-0.651598218	-0.892572399	-0.518067566	0.641093023	0.777534027	-0.091437268	-1.211681096	-0.783810162	-0.116973497	-0.642439328	-0.587806529	-0.501048045	-0.302663122	0.851645828	0.261367035	0.970719385	1.531169827	-0.722712297	-0.008889163	-0.095774938	-0.170825042	0.656629484	-0.444540915	0.14217384	-0.483432585	1.543277746	0.284924305	0.020017357	-0.220708996	-0.002753672	0.46820814	0.117030548	0.141424773	-0.315696838	-0.333337447	-0.604872816	-0.170607828	0.13946929	-0.533066663	-0.191932303	-0.462542858	0.765293481	-0.055958584	0.0327788	0.059059695	0.11748872	-0.323765807	0.016556746	-0.151254874	-0.458025262	-0.675612444	2.751473692	1.546362597	-0.111131901	-0.592991851	-0.478799435
46	3	7	MD	2963	0.742535705	-2.230731683	1.14620058	0.703023937	-0.843031252	0.622772958	0.145335874	-0.129157407	-0.915666234	0.550842275	1.012170757	-0.115381225	-0.581290201	-0.997966588	-1.595645621	-0.362011901	-1.631568231	-0.418165675	0.864186825	2.161926495	-1.756464876	-1.208043475	0.792728598	0.10483504	-1.108107613	-1.294818492	-1.045863525	-1.226511952	2.407679141	2.097345627	-0.696088405	2.154626348	-0.323783986	-0.224580297	-0.801185724	0.236299982	-0.22531778	2.625597528	-0.585694076	-0.820354507	-1.503198399	-0.600715818	-0.616046915	-0.256190298	-1.111495697	-0.49994609	-0.737739104	0.329300175	-1.185310376	-0.566967435	-0.631785893	-0.462826715	-0.778467721	0.494260275	0.39408023	-0.47997519	-1.009199637	0.581063539	-0.106022975	0.079587237	0.25111754	1.244597857	-0.157988668	-0.85122055	-0.950212394	-0.777069317	0.219647579	0.734017061	0.089591376	-0.173887344	-0.84735521	-0.130904034	0.516266035	-1.904498397	0.177705223	1.454660194
47	3	9	MD	5998	-0.152428539	0.472145822	0.454915859	0.414272165	1.66525982	0.394130158	-0.677352912	-0.899504476	-0.737509974	0.287550332	-0.027366811	-0.520681277	0.902632385	0.006061238	0.769110146	0.106077344	1.559489659	-0.949011293	0.999448944	-0.234355292	-0.037801594	0.546110843	-0.352563167	-0.115858246	-1.115060192	0.38019428	0.190386036	-0.670827273	-0.41475129	-0.727535668	-0.491262063	-0.513941931	-0.348486643	0.913968455	-0.226307596	0.788333537	0.768145222	-0.383562623	0.144836804	1.091014447	-0.131558189	0.156591929	0.063603688	-0.487904478	-0.424544134	-0.200393162	-0.698192836	-0.42317089	0.704738208	-0.570867903	-0.365563519	-0.466657269	0.497593031	-0.557895109	0.351517234	-0.401397271	0.572065122	-0.597438687	1.294385875	1.176712082	1.339793999	1.245425499	0.124169341	0.434155952	-0.3129236	-0.035116901	1.213832087	1.614807588	1.062765889	0.655500492	0.176092845	-0.089897033	0.914788342	1.699086381	2.035375066	-0.959477476
48	3	11	MD	6634	-0.07994884	-0.67812995	1.355632611	-0.241850842	0.917556671	-0.229885284	-0.890785102	-0.994827107	0.007981	-0.454164996	-0.080876941	-0.601744414	0.486182526	0.364186631	-0.195197629	-0.303084227	0.320689998	-0.19353976	-0.085709425	0.536736671	0.477654956	0.133145678	-0.499084779	-0.135028985	-0.35414721	-0.442312698	-0.315298209	-0.909848	0.184137033	-0.343061852	-0.594754661	-0.350072819	-0.280218955	1.031438987	-0.106250405	-0.224384076	0.8273306	-0.205672713	0.049553218	0.550069956	-0.028130157	0.484157721	-0.467391992	0.148260537	0.088519171	1.232287109	-0.256760512	-0.666327388	-0.618990919	-0.640660348	-0.310820404	-0.453061914	-0.472725818	-0.268314503	-0.110103426	-0.186506878	-0.198060735	-0.599918322	-0.777012164	-0.410855762	-0.693767097	-0.449021204	-0.004885803	0.158891439	-0.199179943	-0.844851246	-0.59640655	-0.487282621	-0.358499662	-0.495743631	-0.058948303	-0.120163482	-0.802863794	-0.090957096	-0.93740121	-1.201554975
49	3	13	MD	5604	-0.667172804	-0.501908343	0.350197743	-0.452103725	-0.54434807	-0.413864196	1.378655221	-1.013314603	-0.170430913	-0.779377601	1.299079797	-0.897086886	0.824156247	-0.677655889	-0.911050942	-0.733776833	-1.00027063	0.382804063	-0.375792319	1.850963825	-0.689563441	-0.011642751	-0.635737951	-0.323095096	-1.002979132	0.206122142	-0.240613985	-0.754213678	1.379391285	0.419222919	1.521134779	0.599628279	-0.281845937	-0.01065719	0.134690518	1.139932227	0.409111086	-0.001096431	-0.863117068	-0.92077639	-0.875205758	-0.340161266	0.141243982	-0.472600504	-0.602131255	-0.022176147	-0.031112716	-0.424239853	-0.306696231	-1.192166686	0.182263301	-0.58014329	0.026129139	-0.833493195	-0.403581558	-0.476896473	-0.479799357	-0.600405347	0.879310615	0.061208987	0.741985456	0.997191593	0.106392697	3.291310476	-0.572700503	-0.48690029	0.514539965	0.147777942	0.012733391	0.403375964	-1.020374004	2.205352006	1.329869985	1.246698919	0.86826553	-1.173387201
50	3	15	MD	6392	-1.056440229	0.107516328	0.245530474	-0.782130036	2.504382799	-0.835899968	-0.492989524	-0.784170735	1.834530965	0.672984486	-0.042304142	-0.652387803	1.113098775	0.202375206	0.439613785	0.372481375	0.419330686	-0.243001087	-0.455073782	-0.057528285	0.929632854	1.403935231	0.062306713	-0.300256442	0.381676872	1.257180928	3.277513993	-0.187659237	0.156101991	-0.555399906	-0.525511604	-0.649195921	-0.25650041	0.522259765	0.233132953	0.701574743	1.053964024	-0.224180449	0.138214223	0.241767044	0.816951004	0.601603346	-0.110694151	-0.229123948	0.512395828	-0.173510369	0.060312169	0.120156231	0.177998417	-0.17877346	0.181514541	0.098484621	0.584242753	0.663623624	-0.358294416	0.080439519	0.470450899	-0.59715465	1.415244091	0.511701703	1.736809611	1.938854476	0.026990106	-0.148891415	0.711912494	1.628416284	1.858686603	2.208699243	0.575056481	1.217853124	-0.029223217	0.181062273	0.315055187	1.101186347	1.205845129	0.368616258
51	3	17	MD	6270	1.40923526	-0.76036952	0.053344559	1.07048609	0.066621811	0.999362435	-1.391051789	-0.930052036	-0.857047447	-0.677567118	0.084427476	-0.735380009	-0.646179427	-0.084864163	-0.138414721	-0.272844679	-0.484760443	-0.321870123	0.579495357	-0.175237646	-0.593569545	0.73352988	-0.303631956	-0.233090542	-1.008228124	-0.976508041	-0.293389097	-0.995623067	-0.525398446	-0.460655135	-0.571230094	-0.550405805	-0.302488171	-0.637428181	-1.141865412	-0.29466843	-0.652265303	-0.809717195	-1.079878694	-0.344306665	0.290284789	-0.518408924	-0.471098377	-0.182719138	-1.412788334	0.161088193	-1.450968702	-0.8504679	-0.852125536	-0.813329071	-1.402279106	-0.933982243	-0.932311672	-0.653879187	0.335960881	-0.587893675	-0.893870996	-0.600312439	0.486599612	0.224784337	0.7605113	1.021622672	-0.012930873	0.634762458	0.123384154	-0.711603631	0.492964949	-0.017071035	0.112915831	0.507238915	0.576018817	-0.657975239	0.150521927	0.178928327	-0.397047683	-0.809788686
52	3	19	MD		0.769052577	-2.036452715	0.386488656	0.397546676	1.65126478	0.503244087	0.016304337	-1.089012657	0.099360822	0.892033494	1.326212592	-0.275720911	2.03176485	0.57005611	0.541321858	-0.240991591	0.367192174	0.519842952	0.488508668	0.446078195	0.713355883	0.464746153	-0.546629633	0.230245997	-0.276119479	0.903202749	0.565745297	0.169668461	0.397424202	-0.252520967	1.614460357	-0.197939821	-0.235519096	2.192657145	1.321853175	1.076900969	2.083980255	0.274070878	1.157195251	2.457792719	-0.868259983	2.222157329	-0.044032069	-0.030899495	2.715288756	0.320201032	1.335053215	0.561111385	1.475695304	0.699029924	1.662957404	0.794996777	1.884204163	0.979186654	-0.305670729	1.551806831	1.781570005	-0.59862903	0.079316252	-0.373456576	-0.21465999	0.532339043	0.074068712	1.079148554	-0.790279026	-0.037122803	-0.18412931	-0.031623261	-0.343305482	-0.275505094	-0.230429211	2.091317654	1.080161645	0.68780414	-0.803708946	-0.073710772
53	3	2	CL	5080	-0.318653651	-0.257252978	0.000587532	-0.30938287	-1.476356658	-0.244643805	0.922089955	-1.261980276	-0.948133405	0.327120314	-0.922764212	-1.131404407	0.688238777	-1.06502635	-1.683689337	-0.505989885	0.078883867	-0.845312408	0.3917512	-1.155570569	-1.879683538	-1.582415966	-0.267907877	0.327817537	-1.534849366	-1.284517546	-0.971255023	-1.066982886	-1.190548474	1.302886143	-0.487716627	1.961850934	-0.385772665	-0.592510705	-0.421291622	0.186493335	0.857251614	-1.144895624	-0.355313667	0.34658615	-1.264030443	0.695027489	-0.381392236	0.117654567	-0.358428488	-1.016150876	-0.658443426	0.246499615	-0.334328021	-0.216394078	-0.321879374	1.007672814	-0.177266716	0.477766015	-0.751208239	-0.696905421	-0.473407698	-0.275676373	-1.259282841	-0.602904018	-1.017737442	-1.499577918	-0.348584435	-1.079606696	-1.066802216	-0.835184307	-0.82914547	-0.837190785	-0.564823273	-0.660685967	-0.626609411	-0.391187463	-0.578698445	-1.191002846	-0.946787673	1.721489457
54	3	4	CL	5508	0.429195242	-1.454246064	0.652604625	0.203908687	-1.307452612	0.203545809	0.497844032	-1.077746641	-0.866532034	-0.478899939	-0.93823149	-0.770573916	1.010035613	-1.059628707	-1.572642176	-1.022522699	-1.580841303	-1.26447033	-0.448543278	0.058714104	-2.008396468	-1.173004437	0.689518359	-0.283477367	-1.477110087	-1.899129948	-0.986894744	-1.135896658	-0.063137357	2.685991173	-0.711766777	3.676153164	-0.273411821	-0.967257809	-0.453920346	-0.443832297	-0.539739189	-1.255244227	-0.531202437	-1.178598716	-1.397480014	-0.929779723	-0.057005373	-0.51708511	-1.240944067	0.135541575	-0.595551973	-1.12937111	-0.99384791	-1.011002604	-0.14113525	-0.665528134	-0.957200378	-1.548343531	0.872252678	-0.826295815	-1.162481892	-0.594400516	0.203402927	0.434520244	0.613599404	1.60834276	0.537538085	0.170374406	-1.222527615	-0.905183368	0.395765574	0.609892885	0.375460356	0.106867052	0.111424498	-0.467371538	0.046579141	-1.904197036	0.45029357	0.267304402
55	3	6	CL	10248	-0.118075133	-0.061694948	0.420247505	-0.186446957	-0.462478765	-0.131891303	-1.158629477	-1.173276176	-0.306053523	-0.145752248	-0.681052557	-1.051357072	0.013906004	-0.056726975	-0.752445153	-0.952172502	-0.879222056	-0.677507346	-0.034574773	-0.043028291	-0.314001555	-0.935056044	-0.496723761	0.429978661	-1.145533634	-0.244740227	-0.854711427	-1.032914045	-0.414443509	-0.812544317	0.427675548	-0.475384919	-0.229354686	0.469088673	-0.044647483	-1.011555773	-0.446327963	-0.644475485	-0.084353765	-0.451514801	-0.544255659	-0.205123392	-0.656199341	-0.467369319	-0.563454548	0.014953343	-0.006957081	-0.271708388	-0.28802594	-0.450081214	0.263866396	0.432251139	-0.264747905	-0.558389187	-0.249614894	-0.34483786	-0.548946501	0.251470658	-0.713505131	-0.461545291	-0.475729034	0.780786767	-0.160709339	-0.64396396	-0.797840849	0.07638122	-0.410903217	-0.116813267	-0.404477394	-0.446916511	-0.437808792	-0.169377016	-0.840896854	-1.905683995	-0.672705386	-0.410743741
56	3	8	CL	6501	-0.62820268	-0.629355292	0.460642683	-0.581231119	0.200771439	-0.551051916	-0.400815177	-0.866185214	-0.512680797	-0.466082462	-0.832838818	-0.941729074	0.211150311	-0.726241016	-1.196514161	-1.165220275	-1.361260478	-0.242350232	-0.377830695	0.475852827	-1.554211799	-0.520621711	-0.149060573	0.489114165	-0.861614279	-0.948320806	1.080621664	-0.793408641	0.115900439	-0.415944187	1.37254843	-0.053430432	-0.258166173	-1.819924774	-0.031207517	-0.058595678	0.488137992	-0.428211016	-0.569236805	-0.698513996	-0.786826031	0.31401594	-0.357578744	0.540469436	0.832246857	-0.510744484	0.067817675	-0.373145555	-0.164792979	-0.612933921	0.306173982	-0.419888002	-0.470437151	-0.87160109	-0.478384235	-0.477002502	-0.61397223	-0.595881468	-1.020793322	-0.570402747	-1.004083201	-1.645526303	-0.151848795	0.07890181	-0.770919486	0.190233032	-0.835152028	-0.787396956	-0.555623454	-0.649090843	-0.812905941	4.391067245	-0.72862192	-0.262266103	-0.945471498	-1.727771348
